case_name,state,date_filed,issue,status,link
"Texas v. Hollins, No. 2020-52383 (Tex. Dist. Ct., Harris Cnty.)",Texas,08/31/2020,09/04/2020: ,Closed,https://healthyelections-case-tracker.stanford.edu/detail?id=229
"In re Hotze, No. 20-0671 (Tex. S. Ct.)",Texas,08/31/2020,"Arizona Public Integrity Alliance Inc. v. Adrian Fontes, et al and Maricopa County, T-20-0003-CV; CV-20-0253-AP/EL (Ariz. S. Ct.) (transferred from Arizona Court of Appeals 1-CA-CV 20-0458)",Closed,https://healthyelections-case-tracker.stanford.edu/detail?id=230
"Lichtenstein v. Hargett, No. 3:20-cv-00736 (M.D. Tenn.)",Tennessee,08/28/2020,"Plaintiffs argue, based on the Elections Clause and the Fourteenth Amendment, as well as the Vermont Constitution, that the Vermont Secretary of State did not have the authority to make changes to election law and procedure that contravene state law. In June, the Vermont Secretary of State issued a Directive altering election procedures for the August primary and the November general election, and the plaintiffs here take particular issue with the Secretary's plans to mail a ballot to every active voter on the state voter checklist. They argue that many voters on the voter checklist are no longer active and that an influx of blank ballots creates an environment ripe for fraud, diluting the votes of other Vermont voters in the process.",Closed,https://healthyelections-case-tracker.stanford.edu/detail?id=223
"Vote Forward et al v. DeJoy et al, No. 1:20-cv-02405 (D.D.C.)",District Columbia,08/28/2020,,Closed,https://healthyelections-case-tracker.stanford.edu/detail?id=228
"Davis v. Benson, No. 354622 (Court of Appeals)",Michigan,08/28/2020,09/04/2020: ,Active,https://healthyelections-case-tracker.stanford.edu/detail?id=195
"Parham v. Watson, No. 3:20-cv-00572 (S.D. Miss.)",Mississippi,08/27/2020,"Issue on Appeal: In light of the fact that early voting for the November 2020 election has already begun, whether the District Court erred in granting Plaintiffs' Motion for Preliminary Injunction, in part, and enjoining Appellants and the County Defendants from enforcing O.C.G.A. § 21-2-386(a)(1)(F), requiring ballots be returned to county boards of registrars by 7:00 p.m. on Election Day to be counted, and instead requiring county boards to accept and count absentee ballots that are postmarked by Election Day, and arrive at their respective county's office within three (3) business days of Election Day by 7:00 p.m.",Closed,https://healthyelections-case-tracker.stanford.edu/detail?id=221
"Debraska v. Oneida Business Comm., No. 1:20-cv-01321 (E.D. Wis.)",Wisconsin,08/27/2020,,Closed,https://healthyelections-case-tracker.stanford.edu/detail?id=224
"Yazzie et al v. Hobbs, 3:20-cv-08222-GMS (D. Ariz.)",Arizona,08/26/2020,09/04/2020: ,Closed,https://healthyelections-case-tracker.stanford.edu/detail?id=201
"A. Philip Randolph Inst. of Ohio v. LaRose, No. 1:20-cv-01908 (N.D. Ohio)",Ohio,08/26/2020,"New Georgia Project v. Raffensperger, No. 1:20-cv-01986 (N.D. Ga.)",Closed,https://healthyelections-case-tracker.stanford.edu/detail?id=222
"League of Women Voters v. Republican National Committee, No. 20-1728 (1:20-cv-00457-WO-JLW)",North Carolina,08/26/2020,"Petitioners, organizations dedicated to promoting voting rights and facilitiating voting by students of Bard College, commenced an Aricle 78 proceeding asking the court to review the Dutchess County election board's denial of its request to move a polling place from a church in Dutchess County's 5th Legislative District to a location at Bard College.  Petitioners claim that the election board's refusal to move the polling place was arbitrary and capricious and an abuse of discretion because the church is too small to protect the health of voters and allow for social distancing, is remote and difficult to access and will disenfranchise voters in the district.",Closed,https://healthyelections-case-tracker.stanford.edu/detail?id=281
"New York v. Trump, No. 1:20-cv-02340 (D.D.C.)",District Columbia,08/25/2020,,Closed,https://healthyelections-case-tracker.stanford.edu/detail?id=218
"Ohio Democratic Party v. LaRose, No. 20CV005634 (Ohio Ct. Common Pleas, Franklin Cnty.)",Ohio,08/25/2020,09/04/2020: ,Active,https://healthyelections-case-tracker.stanford.edu/detail?id=219
"Tully v. Okeson, No. 20-2605 (7th Cir.)",Indiana,08/25/2020,"Earlier this year, in reaction to the COVID-19 pandemic, Delaware passed a law allowing any eligible voter in Delaware to vote by mail. However, ballots will only be counted if they are received by 8:00 PM on Election Day. Plantiffs are the League of Woman Voters of Delaware, and an individual voter in Delaware. They filed a complaint alleging that this deadline violates two provisions of the Delaware Constitution: one guaranteeing the right to vote, and another guaranteeing ""free and equal"" elections. Plaintiffs allege that, because so many more voters will be casting votes by mail this election, the deadline will cause a larger than usual number of ballots to be rejected. Additionally, plaintiffs allege that recent slowdowns in USPS shipping mean that voters, through no fault of their own, may submit ballots that do not arrive until after Election Day. Plaintiffs therefore requested a declaration that the deadline was unconstitutional under the present circumstances, and an injunction requiring the state to count all mail-in ballots received within three days of the election, and all ballots received within ten days of the election postmarked by election day.",Closed,https://healthyelections-case-tracker.stanford.edu/detail?id=43
"Election Integrity Fund v. Benson, No. 20-000169-MM (Mich. Ct. Claims)",Michigan,08/24/2020,,Closed,https://healthyelections-case-tracker.stanford.edu/detail?id=246
"Election Integrity Fund v. Benson, No. 20-000169-MM (Mich. Ct. Claims)",Michigan,08/24/2020,This lawsuit challenges the action of Michigan Secretary of State Jocelyn Benson in allowing individuals to apply for absentee ballots online. The online system fails to comply with Michigan law and invites fraud,Closed,https://healthyelections-case-tracker.stanford.edu/detail?id=246
"Election Integrity Fund v. Whitmer, No. 1:20-cv-00805 (W.D. Mich.)",Michigan,08/24/2020,,Closed,https://healthyelections-case-tracker.stanford.edu/detail?id=262
"Indiana Vote by Mail, Inc., et al v. Paul Okeson, et al, No. 20-02605 (7th Cir.)",Indiana,08/24/2020,08/24/2020: ,Closed,https://healthyelections-case-tracker.stanford.edu/detail?id=267
"Detroit Unity Fund v. Whitmer, 20-1817 (6th Cir.)",Michigan,08/24/2020,Plaintiffs want to hold political gatherings/rallies and seek a finding that the Michigan governor’s executive order prohibiting large gatherings is an unconstitutional infringement on their First Amendment freedoms of speech and assembly. Plaintiffs request an injunction against the state from arresting or prosecuting anyone on the basis of the executive order.,Closed,https://healthyelections-case-tracker.stanford.edu/detail?id=268
"Alliance Party v. District of Columbia Board of Elections, No. 1:20-cv-02319 (D.D.C.)",District Columbia,08/21/2020,,Closed,https://healthyelections-case-tracker.stanford.edu/detail?id=206
"Commonwealth of Pennsylvania, State of California, State of Delware, District of Columbia, State of Maine, Commonwealth of Massachusetts, and State of North Carolina v. Louis DeJoy and the United States Postal Service, No. 2:20-cv-04096 (E.D. PA)",Pennsylvania,08/21/2020,08/24/2020: ,Closed,https://healthyelections-case-tracker.stanford.edu/detail?id=209
"NAACP v. United States Postal Service, No. 1:20-cv-02295 (D.D.C.)",District Columbia,08/20/2020,Appellants seek a preliminary injunction allowing no-excuse vote by mail in Indiana.,Active,https://healthyelections-case-tracker.stanford.edu/detail?id=212
"Arlene Ocasio v. Comisión Estatal de Elecciones, No. 3:20-cv-01432 (D.P.R.)",Puerto Rico,08/20/2020,,Closed,https://healthyelections-case-tracker.stanford.edu/detail?id=216
"American Women v. Missouri, No. 20AC-CC00333 (Mo. Cir. Ct., Cole Cnty.)",Missouri,08/20/2020,08/24/2020: ,Closed,https://healthyelections-case-tracker.stanford.edu/detail?id=217
"Eason v. Whitmer, No. 2:20-cv-12252 (E.D. Mich.)",Michigan,08/19/2020,Plaintiff-Appellants appeal the lower court ruling denying their motion to enjoin Michigan Secretary of State Benson from enforcing their ballot filing deadlines for local ballot initiatives.,Closed,https://healthyelections-case-tracker.stanford.edu/detail?id=207
"Johnakin v. United States Postal Service, No. 2:20-cv-04055 (E.D. Pa.)",Pennsylvania,08/19/2020,,Closed,https://healthyelections-case-tracker.stanford.edu/detail?id=210
"Donald J. Trump for President v. Murphy, No. 3:20-cv-10753 (D.N.J.)",New Jersey,08/19/2020,08/24/2020: ,Closed,https://healthyelections-case-tracker.stanford.edu/detail?id=214
"The Republican State Committee of Delaware v. The State of Delaware Department of Elections, No. 2020-0685-SG (Del. Chancery Ct.)",Delaware,08/19/2020,"Detroit Unity Fund v. Whitmer, 4:20-cv-12016-SDD-RSW (E.D. Mich.)",Closed,https://healthyelections-case-tracker.stanford.edu/detail?id=215
"Richardson v. Trump, No. 1:20-cv-02262 (D.D.C.)",District Columbia,08/18/2020,"Plaintiffs are a third party and that third party's candidate for president seek a bar to the D.C. deadline for filing election petitions. D.C. lowered its signature requirements initially for all candidates for office other than those running as independent or third party candidates for president or vice president. The day after the deadline for filing passed, D.C. announced that requirements were lower for those signatures as well. Plaintiffs claim that had they been given sufficient notice they would have collected the required signatures. They claim violations of the Equal Protection and Due Process clauses, as well as the First Amendment, and seek injunctive relief preventing the deadline from being enforced, moving the deadline to Sept 1., and preventing the board of elections from changing signature requirements in the future without two weeks notice. They further seek declaratory relief that the reduction in signatures required after the deadline violated their First and Fourteenth Amendment rights.",Closed,https://healthyelections-case-tracker.stanford.edu/detail?id=204
"Grossman v. Galvin, No. SJC-2020-XX (Mass. S. Ct.)",Massachusetts,08/18/2020,,Closed,https://healthyelections-case-tracker.stanford.edu/detail?id=211
"National Urban League v. DeJoy, No. 1:20-cv-2391 (D. Md.)",Maryland,08/18/2020,08/21/2020: ,Active,https://healthyelections-case-tracker.stanford.edu/detail?id=234
"Jones v. United States Postal Service, No. 1:20-cv-06516 (S.D.N.Y.)",New York,08/17/2020,"Plaintiffs PA, CA, DE, DC, ME, MA, and NC bring suit against DeJoy, Duncan (chairman of the Postal Service Board of Governors), and USPS challenging recent changes to USPS policies resulting in delay of the mail with impacts on the election. Under the Postal Reorganization Act, USPS is required to meet certain mail delivery standards and is further required to seek an advisory opinion requiring a hearing and opportunity for comment from the Postal Regulatory Commission prior to instituting any changes which impact national service. The changes specifically challenged include 1) prohibiting late or extra trips by postal workers 2) requiring carriers to adhere to rigid start and stop times 3) limiting the use of overtime 4) no longer treating election mail as first class mail automatically and 5) no longer delivering first class mail regardless of whether or not it has sufficient postage. The States allege harms to their sovereign, quasi-sovereign and proprietary interests in administering elections, not having to devote significant additional resources to administering elections and conducting government functions including the operation of the state civil and criminal judicial systems. The States assert four causes of action. 1) violation of the Postal Reorganization Act by failing to follow the procedural requirements before instituting changes 2) violation of the Postal Reorganization Act by failing to satisfy the mail standards for delivery under the act due to changes 3) violations of the States' rights under the elections and elector clauses by undermining the States' ability to regulate elections under both clauses and 4) a violation of the 26th amendment caused by the fact that changes to USPS delivery standards resulting in a diminished ability to vote by mail will most impact older voters who are most likely to vote by mail.",Closed,https://healthyelections-case-tracker.stanford.edu/detail?id=203
"Washington v. Trump, No. 1:20-cv-03127 (E.D. Wash.)",Washington,08/17/2020,,Active,https://healthyelections-case-tracker.stanford.edu/detail?id=205
"Pennsylvania Democratic Party v. Boockvar, No. 133 MM 2020 (Penn. S. Ct.)",Pennsylvania,08/16/2020,08/21/2020: ,Active,https://healthyelections-case-tracker.stanford.edu/detail?id=120
"Republican National Committee v. Gill, No. 03971 EQCV193154 (Iowa Dist. Ct., Woodbury Cnty.)",Iowa,08/14/2020,"USPS enacted operational changes in July 2020 that reduced postal service worker hours, forbade overtime, and directed mail-carriers to leave mail behind under certain circumstances. Plaintiff NAACP claims that USPS (1) implemented these changes without the statutorily required notice and comment, and (2) that these changes--which delayed delivery of essential mail, especially medicines, to certain NAACP members--did not take into account the statutory mandate to give highest consideration to the timely delivery of letter mail. Plaintiff further claims that these changes will delay delivery of election mail if still in place in November. Plaintiff NAACP brings suit on behalf of itself and its members--who rely on the mail for delivery of essential packages and plan to rely on the mail to vote in the upcoming elections. Plaintiff seeks (1) declarations that the USPS's actions were unlawful, and (2) injunctions halting operational changes and reinstating past USPS practices.",Active,https://healthyelections-case-tracker.stanford.edu/detail?id=226
"Davis v. Benson, No. 1:20-cv-00768 (W.D. Mich.)",Michigan,08/13/2020,,Active,https://healthyelections-case-tracker.stanford.edu/detail?id=195
"Texas Alliance for Retired Americans, No. 5:20-cv-00128 (S.D. Tex.)",Texas,08/12/2020,08/20/2020: ,Closed,https://healthyelections-case-tracker.stanford.edu/detail?id=200
